2026-03-24 05:19:21,809 - nanochat.common - [32m[1mINFO[0m - Distributed world size: 1

                                                       █████                █████
                                                      ░░███                ░░███
     ████████    ██████   ████████    ██████   ██████  ░███████    ██████  ███████
    ░░███░░███  ░░░░░███ ░░███░░███  ███░░███ ███░░███ ░███░░███  ░░░░░███░░░███░
     ░███ ░███   ███████  ░███ ░███ ░███ ░███░███ ░░░  ░███ ░███   ███████  ░███
     ░███ ░███  ███░░███  ░███ ░███ ░███ ░███░███  ███ ░███ ░███  ███░░███  ░███ ███
     ████ █████░░████████ ████ █████░░██████ ░░██████  ████ █████░░███████  ░░█████
    ░░░░ ░░░░░  ░░░░░░░░ ░░░░ ░░░░░  ░░░░░░   ░░░░░░  ░░░░ ░░░░░  ░░░░░░░░   ░░░░░
    
Autodetected device type: cuda
GPU: NVIDIA H200 | Peak FLOPS (BF16): 9.89e+14
COMPUTE_DTYPE: torch.bfloat16 (auto-detected: CUDA SM 90 (bf16 supported))
✓ Using Flash Attention 3 (Hopper GPU detected), efficient, new and awesome.
Vocab size: 32,768
Model config:
{
  "sequence_len": 2048,
  "vocab_size": 32768,
  "n_layer": 12,
  "n_head": 6,
  "n_kv_head": 6,
  "n_embd": 768,
  "window_pattern": "SSSL",
  "xsa_start_layer": -1
}
Parameter counts:
wte                     : 25,165,824
value_embeds            : 150,994,944
lm_head                 : 25,165,824
transformer_matrices    : 84,935,088
scalars                 : 50
total                   : 286,261,730
Estimated FLOPs per token: 7.596959e+08
Auto-computed optimal batch size: 524,288 tokens
Scaling the LR for the AdamW parameters ∝1/√(768/768) = 1.000000
Calculated number of iterations from target data:param ratio: 2,205
Total number of training tokens: 1,156,055,040
Tokens : Scaling params ratio: 10.50
Total training FLOPs estimate: 8.782503e+17
Tokens / micro-batch / rank: 32 x 2048 = 65,536
Tokens / micro-batch: 65,536
Total batch size 524,288 => gradient accumulation steps: 8
Step 00000 | Validation bpb: 3.169808
step 00000/02205 (0.00%) | loss: 10.397476 | lrm: 0.03 | dt: 33548.97ms | tok/sec: 15,627 | bf16_mfu: 1.20 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00001/02205 (0.05%) | loss: 10.385089 | lrm: 0.05 | dt: 895.15ms | tok/sec: 585,695 | bf16_mfu: 44.99 | epoch: 1 pq: 0 rg: 2 | total time: 0.00m
step 00002/02205 (0.09%) | loss: 10.363052 | lrm: 0.07 | dt: 914.31ms | tok/sec: 573,422 | bf16_mfu: 44.05 | epoch: 1 pq: 0 rg: 3 | total time: 0.00m
step 00003/02205 (0.14%) | loss: 10.328899 | lrm: 0.10 | dt: 920.29ms | tok/sec: 569,697 | bf16_mfu: 43.76 | epoch: 1 pq: 0 rg: 4 | total time: 0.00m
step 00004/02205 (0.18%) | loss: 10.280502 | lrm: 0.12 | dt: 922.83ms | tok/sec: 568,131 | bf16_mfu: 43.64 | epoch: 1 pq: 0 rg: 5 | total time: 0.00m
step 00005/02205 (0.23%) | loss: 10.207449 | lrm: 0.15 | dt: 925.66ms | tok/sec: 566,392 | bf16_mfu: 43.51 | epoch: 1 pq: 0 rg: 6 | total time: 0.00m
step 00006/02205 (0.27%) | loss: 10.107170 | lrm: 0.17 | dt: 923.75ms | tok/sec: 567,562 | bf16_mfu: 43.60 | epoch: 1 pq: 0 rg: 7 | total time: 0.00m
step 00007/02205 (0.32%) | loss: 9.961196 | lrm: 0.20 | dt: 919.07ms | tok/sec: 570,455 | bf16_mfu: 43.82 | epoch: 1 pq: 0 rg: 8 | total time: 0.00m
step 00008/02205 (0.36%) | loss: 9.747961 | lrm: 0.23 | dt: 919.55ms | tok/sec: 570,159 | bf16_mfu: 43.80 | epoch: 1 pq: 0 rg: 10 | total time: 0.00m
step 00009/02205 (0.41%) | loss: 9.475047 | lrm: 0.25 | dt: 921.01ms | tok/sec: 569,255 | bf16_mfu: 43.73 | epoch: 1 pq: 0 rg: 11 | total time: 0.00m
step 00010/02205 (0.45%) | loss: 9.181578 | lrm: 0.28 | dt: 920.89ms | tok/sec: 569,326 | bf16_mfu: 43.73 | epoch: 1 pq: 0 rg: 12 | total time: 0.00m
step 00011/02205 (0.50%) | loss: 8.889588 | lrm: 0.30 | dt: 917.45ms | tok/sec: 571,463 | bf16_mfu: 43.90 | epoch: 1 pq: 0 rg: 13 | total time: 0.02m | eta: 33.5m
step 00012/02205 (0.54%) | loss: 8.626914 | lrm: 0.33 | dt: 917.34ms | tok/sec: 571,529 | bf16_mfu: 43.90 | epoch: 1 pq: 0 rg: 14 | total time: 0.03m | eta: 33.5m
step 00013/02205 (0.59%) | loss: 8.388348 | lrm: 0.35 | dt: 919.66ms | tok/sec: 570,089 | bf16_mfu: 43.79 | epoch: 1 pq: 0 rg: 15 | total time: 0.05m | eta: 33.5m
step 00014/02205 (0.63%) | loss: 8.183337 | lrm: 0.38 | dt: 920.66ms | tok/sec: 569,472 | bf16_mfu: 43.74 | epoch: 1 pq: 0 rg: 16 | total time: 0.06m | eta: 33.6m
step 00015/02205 (0.68%) | loss: 7.980757 | lrm: 0.40 | dt: 923.96ms | tok/sec: 567,437 | bf16_mfu: 43.59 | epoch: 1 pq: 0 rg: 17 | total time: 0.08m | eta: 33.6m
step 00016/02205 (0.73%) | loss: 7.786761 | lrm: 0.42 | dt: 920.15ms | tok/sec: 569,783 | bf16_mfu: 43.77 | epoch: 1 pq: 0 rg: 18 | total time: 0.09m | eta: 33.6m
step 00017/02205 (0.77%) | loss: 7.621654 | lrm: 0.45 | dt: 923.63ms | tok/sec: 567,638 | bf16_mfu: 43.60 | epoch: 1 pq: 0 rg: 19 | total time: 0.11m | eta: 33.6m
step 00018/02205 (0.82%) | loss: 7.468614 | lrm: 0.47 | dt: 929.79ms | tok/sec: 563,880 | bf16_mfu: 43.31 | epoch: 1 pq: 0 rg: 20 | total time: 0.12m | eta: 33.6m
step 00019/02205 (0.86%) | loss: 7.332544 | lrm: 0.50 | dt: 931.21ms | tok/sec: 563,016 | bf16_mfu: 43.25 | epoch: 1 pq: 0 rg: 21 | total time: 0.14m | eta: 33.6m
step 00020/02205 (0.91%) | loss: 7.204321 | lrm: 0.53 | dt: 928.87ms | tok/sec: 564,435 | bf16_mfu: 43.36 | epoch: 1 pq: 0 rg: 22 | total time: 0.15m | eta: 33.6m
step 00021/02205 (0.95%) | loss: 7.080622 | lrm: 0.55 | dt: 929.22ms | tok/sec: 564,223 | bf16_mfu: 43.34 | epoch: 1 pq: 0 rg: 23 | total time: 0.17m | eta: 33.6m
step 00022/02205 (1.00%) | loss: 6.974580 | lrm: 0.57 | dt: 930.43ms | tok/sec: 563,487 | bf16_mfu: 43.28 | epoch: 1 pq: 0 rg: 24 | total time: 0.18m | eta: 33.6m
step 00023/02205 (1.04%) | loss: 6.870245 | lrm: 0.60 | dt: 930.70ms | tok/sec: 563,324 | bf16_mfu: 43.27 | epoch: 1 pq: 0 rg: 26 | total time: 0.20m | eta: 33.6m
step 00024/02205 (1.09%) | loss: 6.772322 | lrm: 0.62 | dt: 927.93ms | tok/sec: 565,005 | bf16_mfu: 43.40 | epoch: 1 pq: 0 rg: 27 | total time: 0.22m | eta: 33.6m
step 00025/02205 (1.13%) | loss: 6.686504 | lrm: 0.65 | dt: 929.85ms | tok/sec: 563,839 | bf16_mfu: 43.31 | epoch: 1 pq: 0 rg: 28 | total time: 0.23m | eta: 33.6m
step 00026/02205 (1.18%) | loss: 6.606553 | lrm: 0.68 | dt: 931.64ms | tok/sec: 562,756 | bf16_mfu: 43.23 | epoch: 1 pq: 0 rg: 29 | total time: 0.25m | eta: 33.6m
step 00027/02205 (1.22%) | loss: 6.529558 | lrm: 0.70 | dt: 932.60ms | tok/sec: 562,176 | bf16_mfu: 43.18 | epoch: 1 pq: 0 rg: 30 | total time: 0.26m | eta: 33.6m
step 00028/02205 (1.27%) | loss: 6.461802 | lrm: 0.72 | dt: 927.38ms | tok/sec: 565,342 | bf16_mfu: 43.43 | epoch: 1 pq: 0 rg: 31 | total time: 0.28m | eta: 33.6m
step 00029/02205 (1.32%) | loss: 6.408706 | lrm: 0.75 | dt: 926.97ms | tok/sec: 565,591 | bf16_mfu: 43.45 | epoch: 1 pq: 0 rg: 32 | total time: 0.29m | eta: 33.6m
step 00030/02205 (1.36%) | loss: 6.352187 | lrm: 0.78 | dt: 928.85ms | tok/sec: 564,449 | bf16_mfu: 43.36 | epoch: 1 pq: 0 rg: 33 | total time: 0.31m | eta: 33.6m
step 00031/02205 (1.41%) | loss: 6.306484 | lrm: 0.80 | dt: 927.60ms | tok/sec: 565,207 | bf16_mfu: 43.42 | epoch: 1 pq: 0 rg: 34 | total time: 0.32m | eta: 33.6m
step 00032/02205 (1.45%) | loss: 6.256253 | lrm: 0.82 | dt: 931.29ms | tok/sec: 562,970 | bf16_mfu: 43.24 | epoch: 1 pq: 0 rg: 35 | total time: 0.34m | eta: 33.6m
step 00033/02205 (1.50%) | loss: 6.214094 | lrm: 0.85 | dt: 926.46ms | tok/sec: 565,905 | bf16_mfu: 43.47 | epoch: 1 pq: 0 rg: 36 | total time: 0.36m | eta: 33.5m
step 00034/02205 (1.54%) | loss: 6.168648 | lrm: 0.88 | dt: 927.17ms | tok/sec: 565,473 | bf16_mfu: 43.44 | epoch: 1 pq: 0 rg: 37 | total time: 0.37m | eta: 33.5m
step 00035/02205 (1.59%) | loss: 6.127246 | lrm: 0.90 | dt: 931.07ms | tok/sec: 563,101 | bf16_mfu: 43.25 | epoch: 1 pq: 0 rg: 38 | total time: 0.39m | eta: 33.5m
step 00036/02205 (1.63%) | loss: 6.093326 | lrm: 0.93 | dt: 930.02ms | tok/sec: 563,739 | bf16_mfu: 43.30 | epoch: 1 pq: 0 rg: 39 | total time: 0.40m | eta: 33.5m
step 00037/02205 (1.68%) | loss: 6.058199 | lrm: 0.95 | dt: 930.03ms | tok/sec: 563,729 | bf16_mfu: 43.30 | epoch: 1 pq: 0 rg: 40 | total time: 0.42m | eta: 33.5m
step 00038/02205 (1.72%) | loss: 6.028007 | lrm: 0.97 | dt: 932.66ms | tok/sec: 562,140 | bf16_mfu: 43.18 | epoch: 1 pq: 0 rg: 41 | total time: 0.43m | eta: 33.5m
step 00039/02205 (1.77%) | loss: 5.991491 | lrm: 1.00 | dt: 930.27ms | tok/sec: 563,584 | bf16_mfu: 43.29 | epoch: 1 pq: 0 rg: 42 | total time: 0.45m | eta: 33.5m
step 00040/02205 (1.81%) | loss: 5.962289 | lrm: 1.00 | dt: 932.36ms | tok/sec: 562,323 | bf16_mfu: 43.19 | epoch: 1 pq: 0 rg: 43 | total time: 0.46m | eta: 33.5m
step 00041/02205 (1.86%) | loss: 5.933817 | lrm: 1.00 | dt: 927.44ms | tok/sec: 565,306 | bf16_mfu: 43.42 | epoch: 1 pq: 0 rg: 44 | total time: 0.48m | eta: 33.5m
step 00042/02205 (1.90%) | loss: 5.918046 | lrm: 1.00 | dt: 933.42ms | tok/sec: 561,687 | bf16_mfu: 43.15 | epoch: 1 pq: 0 rg: 44 | total time: 0.49m | eta: 33.4m
